2017-12-21 01:02:31,211.75.123.94,新手,3,,
2017-12-21 01:03:45,123.204.141.164,新手,4,,
2017-12-21 01:03:46,211.75.123.94,老手,4,,
2017-12-21 01:06:40,27.52.102.4,新手,3,,
2017-12-21 01:18:35,10.136.65.160,新手,3,,
2017-12-21 01:25:02,114.136.203.156,新手,3,,
2017-12-21 01:25:06,220.138.180.59,新手,3,,
2017-12-21 01:26:09,167.220.255.20,新手,4,,
2017-12-21 01:26:50,114.136.203.156,老手,3,,
2017-12-21 01:31:33,122.116.227.63,老手,4,,
2017-12-21 02:08:44,211.21.152.26,老手,2,,
2017-12-21 02:10:57,114.32.11.92,新手,4,,
2017-12-21 02:11:51,39.8.196.53,新手,4,,
2017-12-21 02:13:34,61.220.176.234,老手,4,,
2017-12-21 02:20:27,114.136.127.246,新手,3,,
2017-12-21 02:21:30,1.34.46.48,新手,3,,
2017-12-21 02:24:40,59.120.28.130,新手,2,,
2017-12-21 02:25:59,59.120.28.130,老手,3,,
2017-12-21 02:40:11,150.116.64.133,新手,2,,
2017-12-21 02:42:55,118.163.33.121,新手,3,,
2017-12-21 02:44:21,60.251.45.137,新手,4,,
2017-12-21 02:51:56,114.45.85.3,新手,4,,
2017-12-21 03:50:23,49.217.166.197,老手,3,,
2017-12-21 03:58:32,59.127.195.51,新手,3,,
2017-12-21 04:11:31,159.28.84.71,新手,4,,
2017-12-21 04:16:12,159.28.84.71,老手,4,給誰扶養（例如兄弟姊妹收入不同，爸媽給誰撫養可以避免税級往上跳）、是否夫妻一起申報比分開申報更便宜等等，如果可以結合家人資料一起試算這些組合感覺更貼心！,
2017-12-21 04:26:15,1.167.136.17,新手,4,,
2017-12-21 04:26:40,223.140.217.23,新手,4,看起來很簡單，讓人躍躍欲試,
2017-12-21 04:30:43,61.230.161.156,新手,4,,
2017-12-21 05:07:32,36.227.16.251,老手,3,,
2017-12-21 05:22:18,220.137.42.107,新手,3,,
2017-12-21 05:24:31,220.137.42.107,老手,3,,
2017-12-21 06:49:27,223.136.179.81,新手,4,,
2017-12-21 07:00:11,39.8.131.138,新手,4,,
2017-12-21 07:07:15,118.168.108.14,老手,4,,
2017-12-21 07:07:52,118.168.108.14,新手,2,有點亂,
2017-12-21 07:54:21,49.216.182.222,老手,4,很清楚,
2017-12-21 07:56:05,140.112.244.212,新手,4,還沒有報過稅，但感覺很簡單!,
2017-12-21 07:58:14,140.112.244.212,老手,3,不清楚扣除額有哪些，怎麼節稅,
2017-12-21 08:08:53,180.204.177.117,新手,3,,
2017-12-21 08:09:16,180.204.177.117,老手,3,,
2017-12-21 08:16:32,123.195.63.99,新手,2,,
2017-12-21 08:17:01,123.195.63.99,老手,4,,
2017-12-21 08:17:32,61.228.232.175,新手,4,,
2017-12-21 08:17:57,61.228.232.175,老手,2,,
2017-12-21 08:19:00,101.13.160.79,新手,4,,
2017-12-21 08:34:36,150.117.30.92,新手,4,,
2017-12-21 08:40:51,61.231.176.101,新手,4,good,
2017-12-21 08:47:54,180.177.104.211,新手,4,流程變得簡單易懂，喜歡參與式的概念，但若能提供幾種試算比較方案就更棒了!,
2017-12-21 09:11:04,118.168.163.24,老手,1,,
2017-12-21 09:58:08,112.104.20.103,新手,4,,
2017-12-21 10:28:57,183.14.244.52,新手,4,well done！！,
2017-12-21 12:05:19,209.63.143.172,老手,4,,
2017-12-21 16:59:17,115.82.26.2,新手,3,,
2017-12-21 17:38:44,61.219.255.97,老手,3,,
2017-12-21 17:58:51,39.8.231.59,新手,3,背景不要黑色啦，雖然錢是被黑掉沒錯⋯⋯,
2017-12-21 17:59:29,39.8.231.59,老手,3,,
2017-12-21 18:02:00,39.8.231.59,老手,4,資訊較完整，符合需求,
2017-12-21 18:29:09,220.141.168.128,老手,4,,
2017-12-21 18:31:06,220.134.215.61,新手,4,,
2017-12-21 18:37:28,211.20.36.64,新手,4,很好,
2017-12-21 18:39:49,211.20.36.64,老手,2,比較喜歡A案,
2017-12-21 19:12:02,122.147.235.94,老手,4,,
2017-12-21 19:15:20,118.163.66.85,新手,3,,
2017-12-21 19:17:49,118.163.66.85,老手,3,其實有時候很難單純區分新手老手的需求，因為也是會有報稅報了很多年但依舊是新手狀態的人,
2017-12-21 19:48:31,210.242.237.91,新手,3,,
2017-12-21 19:50:11,122.116.185.81,新手,3,,
2017-12-21 19:51:46,122.116.185.81,老手,3,,
2017-12-21 19:56:24,125.227.51.31,老手,4,,
2017-12-21 21:42:36,161.69.123.13,新手,3,,
2017-12-21 23:08:08,220.134.40.197,新手,3,,
2017-12-21 23:13:28,118.163.171.228,老手,4,,
2017-12-22 01:04:42,146.112.243.203,老手,4,,
2017-12-22 03:05:29,36.228.148.102,新手,1,,
2017-12-22 03:50:42,85.145.235.61,新手,4,hen 棒,
2017-12-22 07:47:41,123.193.19.254,老手,4,,
2017-12-23 08:31:47,180.217.182.59,老手,3,,
2017-12-24 01:52:02,211.75.236.225,老手,4,,
2017-12-24 03:17:41,118.160.115.189,新手,4,,
2017-12-24 18:41:03,123.51.217.99,新手,4,,
2017-12-24 18:41:39,123.51.217.99,老手,4,,
2017-12-24 19:29:09,59.125.101.58,新手,2,,
2017-12-24 19:40:06,61.216.6.168,新手,4,,
2017-12-24 20:03:29,114.42.64.7,新手,4,,
2017-12-24 22:36:14,111.251.19.122,新手,4,我覺得比舊版的報稅系統好用多了!,
2017-12-24 23:47:59,218.164.2.100,新手,3,,
2017-12-25 03:10:18,1.160.88.223,新手,4,,
2017-12-25 03:11:54,1.160.88.223,老手,3,,
2017-12-25 17:54:22,36.227.123.56,新手,4,,
2017-12-26 00:30:51,60.199.208.1,新手,4,,
2017-12-26 00:33:29,60.199.208.1,老手,4,,
2017-12-26 01:27:23,122.116.185.198,新手,4,,
2017-12-26 06:55:32,36.224.194.30,新手,3,,
2017-12-26 17:00:56,223.138.22.70,新手,4,,
2017-12-26 21:27:16,220.128.221.198,新手,3,,
2017-12-26 22:25:08,118.160.127.118,新手,4,還不錯呀，用年度回顧的方式讓報稅流程變有趣，且增加了意見回饋的部分，讓這世代的年輕人對於政策更有參與感,
2017-12-26 22:26:23,118.160.127.118,老手,2,,
2017-12-27 07:49:33,59.115.168.57,新手,4,拜託！希望你們的提案可以被實現，想要APP報稅很久了！最大的問題可能是身分驗證，但我有信心你們可以解決！,
2017-12-27 07:52:06,59.115.168.57,老手,3,志明跟文菁呈現的順序有radom嗎？因為先看了文菁很興奮回應完所以看到志明就沒感覺了XD,
2017-12-27 16:43:18,88.151.223.34,新手,4,,
2017-12-28 04:58:32,39.10.70.201,新手,4,,
2017-12-30 02:10:51,36.225.147.22,新手,4,,
2018-01-04 01:20:58,211.72.142.247,新手,3,,
2018-01-06 05:16:41,180.217.202.225,新手,3,,
2018-01-07 18:24:07,49.214.183.49,老手,3,抵減可以考慮用百分比？用線狀圖比較偏向申報進度條，另外也可以說明目前步驟/總步驟,
2018-01-08 05:00:06,61.231.0.58,新手,4,,
2018-01-08 05:00:31,61.231.0.58,老手,2,,
2018-01-09 13:47:53,114.45.74.2,新手,3,,
2018-01-09 22:31:06,220.128.216.198,老手,4,,
2018-01-09 22:44:44,1.160.137.62,新手,2,,
2018-01-10 09:32:46,150.116.119.144,新手,4,超棒的！想用！,
2018-01-10 09:34:32,150.116.119.144,老手,4,,
2018-01-10 21:29:32,61.219.219.103,新手,4,,
2018-01-11 02:42:41,117.19.123.250,老手,4,,
